dataset,task,model,feature_set,metric,fold,value,n_features_added
housing,regression,xgboost,llm_gpt-4o-mini__with_stats,r2,0,0.9233698844909668,7
housing,regression,xgboost,llm_gpt-4o-mini__with_stats,r2,1,0.8951724767684937,7
housing,regression,xgboost,llm_gpt-4o-mini__with_stats,r2,2,0.9193801283836365,7
housing,regression,xgboost,llm_gpt-4o-mini__with_stats,r2,3,0.90081787109375,7
housing,regression,xgboost,llm_gpt-4o-mini__with_stats,r2,4,0.9244176149368286,7
housing,regression,logreg,llm_claude-sonnet__with_stats,rmse,0,28993.879850992187,7
housing,regression,logreg,llm_claude-sonnet__with_stats,rmse,1,33279.77784969566,7
housing,regression,logreg,llm_claude-sonnet__with_stats,rmse,2,24644.4240357272,7
housing,regression,logreg,llm_claude-sonnet__with_stats,rmse,3,30622.305236271,7
housing,regression,logreg,llm_claude-sonnet__with_stats,rmse,4,23603.3290028736,7
housing,regression,logreg,llm_claude-sonnet__with_stats,mae,0,16472.141848619045,7
housing,regression,logreg,llm_claude-sonnet__with_stats,mae,1,15828.225559512013,7
housing,regression,logreg,llm_claude-sonnet__with_stats,mae,2,15978.25865009345,7
housing,regression,logreg,llm_claude-sonnet__with_stats,mae,3,16569.301890782637,7
housing,regression,logreg,llm_claude-sonnet__with_stats,mae,4,15513.809651698552,7
housing,regression,logreg,llm_claude-sonnet__with_stats,r2,0,0.8951493553817031,7
housing,regression,logreg,llm_claude-sonnet__with_stats,r2,1,0.8033157068427483,7
housing,regression,logreg,llm_claude-sonnet__with_stats,r2,2,0.9076852411741345,7
housing,regression,logreg,llm_claude-sonnet__with_stats,r2,3,0.8411517022713177,7
housing,regression,logreg,llm_claude-sonnet__with_stats,r2,4,0.9015265170491487,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,rmse,0,25136.67937677167,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,rmse,1,24613.950138910557,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,rmse,2,25064.526894548897,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,rmse,3,24802.867019108206,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,rmse,4,22813.0189078564,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,mae,0,15232.723199658703,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,mae,1,14761.185299447423,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,mae,2,15782.573728668942,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,mae,3,15474.056313993175,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,mae,4,14996.485463594996,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,r2,0,0.9211912849744475,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,r2,1,0.892410107115997,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,r2,2,0.9045111161520141,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,r2,3,0.895789717672298,7
housing,regression,random_forest,llm_claude-sonnet__with_stats,r2,4,0.9080104912041542,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,rmse,0,22467.072265625,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,rmse,1,23741.572265625,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,rmse,2,24088.5546875,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,rmse,3,22431.279296875,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,rmse,4,20953.31640625,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,mae,0,14143.5146484375,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,mae,1,14080.9736328125,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,mae,2,14305.685546875,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,mae,3,14032.2529296875,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,mae,4,13241.490234375,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,r2,0,0.9370419383049011,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,r2,1,0.8999014496803284,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,r2,2,0.9118027091026306,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,r2,3,0.9147655963897705,7
housing,regression,xgboost,llm_claude-sonnet__with_stats,r2,4,0.9223970174789429,7
housing,regression,logreg,llm_gemini-flash__with_stats,rmse,0,28918.589402908154,7
housing,regression,logreg,llm_gemini-flash__with_stats,rmse,1,33403.90145421044,7
housing,regression,logreg,llm_gemini-flash__with_stats,rmse,2,24605.224008789675,7
housing,regression,logreg,llm_gemini-flash__with_stats,rmse,3,30406.065344701772,7
housing,regression,logreg,llm_gemini-flash__with_stats,rmse,4,23592.106846486502,7
housing,regression,logreg,llm_gemini-flash__with_stats,mae,0,16381.995138926164,7
housing,regression,logreg,llm_gemini-flash__with_stats,mae,1,15721.615986777828,7
housing,regression,logreg,llm_gemini-flash__with_stats,mae,2,15922.478101999839,7
housing,regression,logreg,llm_gemini-flash__with_stats,mae,3,16418.279337203854,7
housing,regression,logreg,llm_gemini-flash__with_stats,mae,4,15466.058676022527,7
housing,regression,logreg,llm_gemini-flash__with_stats,r2,0,0.8956931944453862,7
housing,regression,logreg,llm_gemini-flash__with_stats,r2,1,0.8018458238151245,7
housing,regression,logreg,llm_gemini-flash__with_stats,r2,2,0.9079786838610663,7
housing,regression,logreg,llm_gemini-flash__with_stats,r2,3,0.8433872008214243,7
housing,regression,logreg,llm_gemini-flash__with_stats,r2,4,0.9016201328370164,7
housing,regression,random_forest,llm_gemini-flash__with_stats,rmse,0,25100.823832715883,7
housing,regression,random_forest,llm_gemini-flash__with_stats,rmse,1,24952.144065406563,7
housing,regression,random_forest,llm_gemini-flash__with_stats,rmse,2,24548.799303197262,7
housing,regression,random_forest,llm_gemini-flash__with_stats,rmse,3,24831.615543102896,7
housing,regression,random_forest,llm_gemini-flash__with_stats,rmse,4,22812.901746315754,7
housing,regression,random_forest,llm_gemini-flash__with_stats,mae,0,15375.857798634812,7
housing,regression,random_forest,llm_gemini-flash__with_stats,mae,1,14940.674479522186,7
housing,regression,random_forest,llm_gemini-flash__with_stats,mae,2,15590.93816837315,7
housing,regression,random_forest,llm_gemini-flash__with_stats,mae,3,15545.89252844141,7
housing,regression,random_forest,llm_gemini-flash__with_stats,mae,4,15120.698137087598,7
housing,regression,random_forest,llm_gemini-flash__with_stats,r2,0,0.9214159537915351,7
housing,regression,random_forest,llm_gemini-flash__with_stats,r2,1,0.8894332407168498,7
housing,regression,random_forest,llm_gemini-flash__with_stats,r2,2,0.9084002465508111,7
housing,regression,random_forest,llm_gemini-flash__with_stats,r2,3,0.8955480014191054,7
housing,regression,random_forest,llm_gemini-flash__with_stats,r2,4,0.9080114360685707,7
housing,regression,xgboost,llm_gemini-flash__with_stats,rmse,0,23620.58203125,7
housing,regression,xgboost,llm_gemini-flash__with_stats,rmse,1,23885.310546875,7
housing,regression,xgboost,llm_gemini-flash__with_stats,rmse,2,24270.486328125,7
housing,regression,xgboost,llm_gemini-flash__with_stats,rmse,3,22736.474609375,7
housing,regression,xgboost,llm_gemini-flash__with_stats,rmse,4,20914.84765625,7
housing,regression,xgboost,llm_gemini-flash__with_stats,mae,0,14322.1591796875,7
housing,regression,xgboost,llm_gemini-flash__with_stats,mae,1,14268.23046875,7
housing,regression,xgboost,llm_gemini-flash__with_stats,mae,2,14243.6162109375,7
housing,regression,xgboost,llm_gemini-flash__with_stats,mae,3,14405.6689453125,7
housing,regression,xgboost,llm_gemini-flash__with_stats,mae,4,13354.91796875,7
housing,regression,xgboost,llm_gemini-flash__with_stats,r2,0,0.930411159992218,7
housing,regression,xgboost,llm_gemini-flash__with_stats,r2,1,0.8986857533454895,7
housing,regression,xgboost,llm_gemini-flash__with_stats,r2,2,0.91046541929245,7
housing,regression,xgboost,llm_gemini-flash__with_stats,r2,3,0.912430465221405,7
housing,regression,xgboost,llm_gemini-flash__with_stats,r2,4,0.9226816892623901,7
housing,regression,logreg,llm_deepseek-v3__with_stats,rmse,0,28913.7548431866,7
housing,regression,logreg,llm_deepseek-v3__with_stats,rmse,1,33457.36181674199,7
housing,regression,logreg,llm_deepseek-v3__with_stats,rmse,2,24587.12353889227,7
housing,regression,logreg,llm_deepseek-v3__with_stats,rmse,3,30532.663924483688,7
housing,regression,logreg,llm_deepseek-v3__with_stats,rmse,4,23545.817853001485,7
housing,regression,logreg,llm_deepseek-v3__with_stats,mae,0,16403.934299284178,7
housing,regression,logreg,llm_deepseek-v3__with_stats,mae,1,15692.459281491761,7
housing,regression,logreg,llm_deepseek-v3__with_stats,mae,2,15997.114548047948,7
housing,regression,logreg,llm_deepseek-v3__with_stats,mae,3,16542.03075427649,7
housing,regression,logreg,llm_deepseek-v3__with_stats,mae,4,15405.716831115522,7
housing,regression,logreg,llm_deepseek-v3__with_stats,r2,0,0.8957280671925784,7
housing,regression,logreg,llm_deepseek-v3__with_stats,r2,1,0.8012110553845704,7
housing,regression,logreg,llm_deepseek-v3__with_stats,r2,2,0.9081140223090625,7
housing,regression,logreg,llm_deepseek-v3__with_stats,r2,3,0.8420803409268359,7
housing,regression,logreg,llm_deepseek-v3__with_stats,r2,4,0.902005807381084,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,rmse,0,26821.71886474437,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,rmse,1,24340.979188275873,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,rmse,2,24816.776837177265,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,rmse,3,25820.947348000256,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,rmse,4,23238.446997430434,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,mae,0,15899.332098976109,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,mae,1,14795.671118560052,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,mae,2,15898.041467576793,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,mae,3,15411.004880546074,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,mae,4,14997.8449374289,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,r2,0,0.91027124389415,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,r2,1,0.8947832380600624,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,r2,2,0.9063895043620975,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,r2,3,0.8870591252521333,7
housing,regression,random_forest,llm_deepseek-v3__with_stats,r2,4,0.9045475716746418,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,rmse,0,22722.890625,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,rmse,1,22519.5703125,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,rmse,2,24148.265625,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,rmse,3,23297.255859375,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,rmse,4,21817.5390625,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,mae,0,13922.716796875,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,mae,1,13759.48828125,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,mae,2,14612.5048828125,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,mae,3,14192.7666015625,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,mae,4,13808.7783203125,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,r2,0,0.9356000423431396,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,r2,1,0.9099406003952026,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,r2,2,0.9113649129867554,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,r2,3,0.9080575108528137,7
housing,regression,xgboost,llm_deepseek-v3__with_stats,r2,4,0.9158635139465332,7
housing,regression,logreg,llm_llama-3.3__with_stats,rmse,0,28898.512575513687,7
housing,regression,logreg,llm_llama-3.3__with_stats,rmse,1,32980.256759520205,7
housing,regression,logreg,llm_llama-3.3__with_stats,rmse,2,24612.007798343933,7
housing,regression,logreg,llm_llama-3.3__with_stats,rmse,3,30513.246409376166,7
housing,regression,logreg,llm_llama-3.3__with_stats,rmse,4,23840.823553245264,7
housing,regression,logreg,llm_llama-3.3__with_stats,mae,0,16304.464115767518,7
housing,regression,logreg,llm_llama-3.3__with_stats,mae,1,15817.244501839332,7
housing,regression,logreg,llm_llama-3.3__with_stats,mae,2,15904.280771457848,7
housing,regression,logreg,llm_llama-3.3__with_stats,mae,3,16344.2713927487,7
housing,regression,logreg,llm_llama-3.3__with_stats,mae,4,15564.759970784184,7
housing,regression,logreg,llm_llama-3.3__with_stats,r2,0,0.8958379748678885,7
housing,regression,logreg,llm_llama-3.3__with_stats,r2,1,0.806840128881539,7
housing,regression,logreg,llm_llama-3.3__with_stats,r2,2,0.9079279353453918,7
housing,regression,logreg,llm_llama-3.3__with_stats,r2,3,0.8422811378385693,7
housing,regression,logreg,llm_llama-3.3__with_stats,r2,4,0.8995348849312333,7
housing,regression,random_forest,llm_llama-3.3__with_stats,rmse,0,25586.444656933436,7
housing,regression,random_forest,llm_llama-3.3__with_stats,rmse,1,24268.895094139512,7
housing,regression,random_forest,llm_llama-3.3__with_stats,rmse,2,25467.266236116724,7
housing,regression,random_forest,llm_llama-3.3__with_stats,rmse,3,25327.41310726117,7
housing,regression,random_forest,llm_llama-3.3__with_stats,rmse,4,23083.614239093902,7
housing,regression,random_forest,llm_llama-3.3__with_stats,mae,0,15607.46069112628,7
housing,regression,random_forest,llm_llama-3.3__with_stats,mae,1,14925.59928327645,7
housing,regression,random_forest,llm_llama-3.3__with_stats,mae,2,16033.354746871446,7
housing,regression,random_forest,llm_llama-3.3__with_stats,mae,3,15718.837913619373,7
housing,regression,random_forest,llm_llama-3.3__with_stats,mae,4,15287.110361205916,7
housing,regression,random_forest,llm_llama-3.3__with_stats,r2,0,0.9183458389243212,7
housing,regression,random_forest,llm_llama-3.3__with_stats,r2,1,0.8954054993503274,7
housing,regression,random_forest,llm_llama-3.3__with_stats,r2,2,0.9014178124650106,7
housing,regression,random_forest,llm_llama-3.3__with_stats,r2,3,0.891335303586565,7
housing,regression,random_forest,llm_llama-3.3__with_stats,r2,4,0.9058152921537949,7
housing,regression,xgboost,llm_llama-3.3__with_stats,rmse,0,22497.62890625,7
housing,regression,xgboost,llm_llama-3.3__with_stats,rmse,1,22267.3125,7
housing,regression,xgboost,llm_llama-3.3__with_stats,rmse,2,24266.41015625,7
housing,regression,xgboost,llm_llama-3.3__with_stats,rmse,3,23205.46875,7
housing,regression,xgboost,llm_llama-3.3__with_stats,rmse,4,20254.556640625,7
housing,regression,xgboost,llm_llama-3.3__with_stats,mae,0,14066.7646484375,7
housing,regression,xgboost,llm_llama-3.3__with_stats,mae,1,14084.5458984375,7
housing,regression,xgboost,llm_llama-3.3__with_stats,mae,2,14565.7919921875,7
housing,regression,xgboost,llm_llama-3.3__with_stats,mae,3,14640.1044921875,7
housing,regression,xgboost,llm_llama-3.3__with_stats,mae,4,13048.490234375,7
housing,regression,xgboost,llm_llama-3.3__with_stats,r2,0,0.9368705749511719,7
housing,regression,xgboost,llm_llama-3.3__with_stats,r2,1,0.9119469523429871,7
housing,regression,xgboost,llm_llama-3.3__with_stats,r2,2,0.9104955196380615,7
housing,regression,xgboost,llm_llama-3.3__with_stats,r2,3,0.908780574798584,7
housing,regression,xgboost,llm_llama-3.3__with_stats,r2,4,0.9274865984916687,7
housing,regression,logreg,llm_qwen-2.5__with_stats,rmse,0,29017.059802428987,7
housing,regression,logreg,llm_qwen-2.5__with_stats,rmse,1,33396.8392018917,7
housing,regression,logreg,llm_qwen-2.5__with_stats,rmse,2,24799.487174389393,7
housing,regression,logreg,llm_qwen-2.5__with_stats,rmse,3,30706.800264752048,7
housing,regression,logreg,llm_qwen-2.5__with_stats,rmse,4,23698.132932737757,7
housing,regression,logreg,llm_qwen-2.5__with_stats,mae,0,16494.811836039014,7
housing,regression,logreg,llm_qwen-2.5__with_stats,mae,1,15985.84312554419,7
housing,regression,logreg,llm_qwen-2.5__with_stats,mae,2,16035.83382818108,7
housing,regression,logreg,llm_qwen-2.5__with_stats,mae,3,16558.280634820105,7
housing,regression,logreg,llm_qwen-2.5__with_stats,mae,4,15595.271405719246,7
housing,regression,logreg,llm_qwen-2.5__with_stats,r2,0,0.8949816369251928,7
housing,regression,logreg,llm_qwen-2.5__with_stats,r2,1,0.8019296024635569,7
housing,regression,logreg,llm_qwen-2.5__with_stats,r2,2,0.9065198943895618,7
housing,regression,logreg,llm_qwen-2.5__with_stats,r2,3,0.8402738840529395,7
housing,regression,logreg,llm_qwen-2.5__with_stats,r2,4,0.9007338812506264,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,rmse,0,25741.27455331653,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,rmse,1,24771.711599864797,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,rmse,2,25472.04929076084,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,rmse,3,24877.337440405754,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,rmse,4,23095.59369397539,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,mae,0,15658.39295221843,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,mae,1,14924.250489192265,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,mae,2,16086.15877701934,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,mae,3,15502.283855030068,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,mae,4,15267.932096131966,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,r2,0,0.917354629951779,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,r2,1,0.8910265068431815,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,r2,2,0.9013807791796596,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,r2,3,0.8951629970460557,7
housing,regression,random_forest,llm_qwen-2.5__with_stats,r2,4,0.9057175107394527,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,rmse,0,23072.69921875,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,rmse,1,22919.439453125,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,rmse,2,24172.884765625,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,rmse,3,22779.8828125,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,rmse,4,21224.912109375,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,mae,0,14260.0478515625,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,mae,1,14124.9140625,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,mae,2,14508.671875,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,mae,3,14278.6591796875,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,mae,4,13645.4755859375,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,r2,0,0.933601975440979,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,r2,1,0.9067139029502869,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,r2,2,0.9111840724945068,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,r2,3,0.9120957851409912,7
housing,regression,xgboost,llm_qwen-2.5__with_stats,r2,4,0.9203722476959229,7
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,accuracy,0,0.8964554503520272,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,accuracy,1,0.9011896091284293,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,accuracy,2,0.9055596018451081,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,accuracy,3,0.8992351584314677,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,accuracy,4,0.8991137550078913,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,f1,0,0.28975853455453787,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,f1,1,0.3435483870967742,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,f1,2,0.3978328173374613,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,f1,3,0.3412698412698413,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,f1,4,0.32929782082324455,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,roc_auc,0,0.7888073287655079,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,roc_auc,1,0.7846557473229869,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,roc_auc,2,0.8044523031746782,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,roc_auc,3,0.7877433083208703,5
bank,classification,logreg,llm_gpt-4o-mini__zero_shot,roc_auc,4,0.7916603762012824,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,accuracy,0,0.8948773974265598,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,accuracy,1,0.8903860160233066,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,accuracy,2,0.8968196164117505,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,accuracy,3,0.8963214762656307,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,accuracy,4,0.8940148112176763,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,f1,0,0.3787661406025825,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,f1,1,0.3645320197044335,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,f1,2,0.4217687074829932,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,f1,3,0.3793604651162791,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,f1,4,0.368763557483731,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,roc_auc,0,0.7688049111986415,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,roc_auc,1,0.7716970729751403,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,roc_auc,2,0.7820941583329404,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,roc_auc,3,0.7735481851614212,5
bank,classification,random_forest,llm_gpt-4o-mini__zero_shot,roc_auc,4,0.7826863638829784,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,accuracy,0,0.8969410050983249,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,accuracy,1,0.894027676620539,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,accuracy,2,0.9042243262927895,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,accuracy,3,0.899720772125774,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,accuracy,4,0.8992351584314677,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,f1,0,0.3553530751708428,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,f1,1,0.35285396590066714,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,f1,2,0.42534595775673706,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,f1,3,0.3723404255319149,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,f1,4,0.36447166921898927,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,roc_auc,0,0.7898420916080946,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,roc_auc,1,0.7916394936081892,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,roc_auc,2,0.8081564873343082,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,roc_auc,3,0.7945249951642046,5
bank,classification,xgboost,llm_gpt-4o-mini__zero_shot,roc_auc,4,0.7985591246738786,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,accuracy,0,0.8963340616654528,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,accuracy,1,0.9013109978150037,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,accuracy,2,0.9053168244719592,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,accuracy,3,0.8994779652786209,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,accuracy,4,0.8993565618550443,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,f1,0,0.29187396351575456,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,f1,1,0.34593724859211583,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,f1,2,0.4009216589861751,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,f1,3,0.33865814696485624,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,f1,4,0.3309120258272801,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,roc_auc,0,0.7891293516203594,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,roc_auc,1,0.7844476744186046,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,roc_auc,2,0.8040138243549224,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,roc_auc,3,0.7879150675124198,5
bank,classification,logreg,llm_claude-sonnet__zero_shot,roc_auc,4,0.7919611390774717,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,accuracy,0,0.8906287933964554,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,accuracy,1,0.8892935178441369,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,accuracy,2,0.894634620053411,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,accuracy,3,0.8934077940997937,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,accuracy,4,0.8926793735583344,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,f1,0,0.3641496118560339,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,f1,1,0.36312849162011174,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,f1,2,0.4166666666666667,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,f1,3,0.37642045454545453,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,f1,4,0.3730496453900709,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,roc_auc,0,0.767224058328223,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,roc_auc,1,0.7695099120241521,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,roc_auc,2,0.7788552083824708,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,roc_auc,3,0.7727258788173297,5
bank,classification,random_forest,llm_claude-sonnet__zero_shot,roc_auc,4,0.7793764242006785,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,accuracy,0,0.8965768390386016,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,accuracy,1,0.8973051711580481,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,accuracy,2,0.9038601602330663,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,accuracy,3,0.9014204200558456,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,accuracy,4,0.8995993687021974,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,f1,0,0.3574660633484163,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,f1,1,0.37518463810930575,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,f1,2,0.4185022026431718,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,f1,3,0.38484848484848483,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,f1,4,0.36433512682551883,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,roc_auc,0,0.7921518261474599,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,roc_auc,1,0.7915903315014859,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,roc_auc,2,0.8090210623142601,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,roc_auc,3,0.798836077155703,5
bank,classification,xgboost,llm_claude-sonnet__zero_shot,roc_auc,4,0.8007575686093196,5
bank,classification,logreg,llm_gemini-flash__zero_shot,accuracy,0,0.8962126729788784,4
bank,classification,logreg,llm_gemini-flash__zero_shot,accuracy,1,0.900825443068706,4
bank,classification,logreg,llm_gemini-flash__zero_shot,accuracy,2,0.9051954357853847,4
bank,classification,logreg,llm_gemini-flash__zero_shot,accuracy,3,0.8992351584314677,4
